,Team,CONF,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,2P_O,2P_D,3P_O,3P_D,ADJ_T,WAB,Year,WIN_RATE
2190,baylor,B12,119.3,99.2,0.8924,51.6,51.2,18.6,19.8,40.0,28.8,38.6,38.6,49.8,49.1,37.4,36.9,67.4,3.5,2016,0.6363636363636364
2191,texas,B12,112.2,95.6,0.8627,49.4,47.7,15.4,18.5,30.7,32.0,39.5,38.4,48.5,45.8,34.1,34.5,66.3,3.2,2016,0.6060606060606061
2192,texas tech,B12,113.1,98.9,0.8227,50.0,49.6,17.8,19.0,31.3,32.3,42.2,32.9,49.2,47.2,34.6,35.6,67.2,1.3,2016,0.59375
2193,west virginia,B12,114.8,90.4,0.9396,49.8,48.4,20.0,25.0,42.0,27.1,46.2,55.3,50.3,47.7,32.5,33.1,70.9,7.4,2016,0.7428571428571429
2194,kansas state,B12,112.2,94.2,0.8818,52.7,49.6,19.1,22.1,29.5,32.3,41.1,33.4,51.8,45.5,36.2,38.2,67.2,1.7,2017,0.6
2195,oklahoma state,B12,126.8,102.3,0.9221,54.0,53.2,18.2,20.3,38.3,31.9,37.4,45.4,50.4,52.4,40.3,36.4,72.9,3.3,2017,0.625
2196,oklahoma,B12,114.6,99.5,0.835,53.5,51.0,17.3,16.8,28.4,30.0,33.2,25.6,53.3,49.1,35.9,36.2,76.7,1.1,2018,0.5625
2197,tcu,B12,119.5,100.5,0.8804,56.5,52.3,17.8,17.4,34.2,26.1,34.1,30.5,55.1,50.1,39.4,37.6,70.0,2.2,2018,0.6363636363636364
2198,texas,B12,109.3,93.7,0.8547,50.0,48.3,17.0,18.0,29.4,29.1,33.0,26.2,51.2,47.5,32.0,33.2,66.6,1.4,2018,0.5588235294117647
2199,iowa state,B12,118.4,96.6,0.912,54.7,48.4,16.3,18.8,28.3,30.1,30.0,23.6,55.0,47.1,36.2,33.6,69.1,4.3,2019,0.6571428571428571
2200,kansas state,B12,108.0,87.8,0.9151,49.4,48.2,17.4,22.8,28.3,25.7,30.6,30.7,48.9,49.0,33.4,31.4,64.9,6.5,2019,0.7352941176470589
2201,providence,BE,111.6,93.7,0.8821,48.4,48.2,18.1,19.7,35.2,29.0,40.7,39.3,48.9,47.1,31.3,33.3,65.7,3.7,2015,0.6470588235294118
2202,st. john's (ny),BE,110.6,94.7,0.8569,49.3,46.4,15.7,19.5,27.6,35.4,35.7,33.3,48.2,44.9,34.5,32.6,67.0,2.3,2015,0.625
2203,seton hall,BE,110.8,91.4,0.9014,49.8,45.4,19.4,19.5,34.7,30.8,40.4,33.8,48.8,44.3,34.7,31.7,70.4,5.3,2016,0.7352941176470589
2204,creighton,BE,114.5,95.2,0.8931,57.6,49.9,17.1,19.3,24.2,29.6,27.9,29.3,56.4,50.2,39.8,33.0,72.7,4.3,2017,0.7352941176470589
2205,marquette,BE,121.8,101.8,0.8881,57.5,52.2,17.3,18.3,27.1,29.2,31.0,35.7,52.7,50.6,42.9,36.8,71.5,0.6,2017,0.59375
2206,seton hall,BE,108.9,95.6,0.8178,49.9,49.0,19.5,17.5,35.7,25.4,37.6,36.1,49.6,48.0,33.8,34.1,68.9,2.7,2017,0.6363636363636364
2207,creighton,BE,116.2,97.4,0.8836,57.4,50.1,15.6,15.8,22.5,24.6,26.5,24.8,58.7,50.0,37.2,33.6,72.3,2.0,2018,0.65625
2208,providence,BE,108.4,95.9,0.8027,49.6,50.3,17.4,19.0,28.9,29.0,38.6,31.8,49.5,51.5,33.2,32.2,68.3,1.9,2018,0.6
2209,marquette,BE,111.7,95.9,0.8524,53.5,46.3,19.4,16.6,29.4,26.1,35.1,35.9,50.0,45.1,38.8,32.4,70.5,2.7,2019,0.7058823529411765
2210,seton hall,BE,107.9,96.9,0.7749,49.9,49.6,17.5,19.8,29.5,29.2,34.5,32.8,50.6,48.7,32.4,34.0,70.4,-0.4,2019,0.5882352941176471
2211,eastern washington,BSky,110.1,107.6,0.5648,55.1,52.3,15.9,17.8,29.3,30.7,35.2,36.0,52.2,49.2,39.3,38.7,68.5,-2.6,2015,0.71875
2212,weber state,BSky,101.7,99.5,0.5599,54.5,47.4,19.6,15.6,25.9,25.6,45.7,28.1,55.3,45.2,35.5,35.6,67.7,-3.7,2016,0.71875
2213,north dakota,BSky,103.1,102.7,0.5112,53.4,50.7,18.3,19.6,26.0,27.8,36.1,39.7,51.4,50.0,38.7,34.8,72.5,-5.3,2017,0.7586206896551724
2214,montana,BSky,106.7,98.4,0.7184,51.2,48.4,17.4,21.2,33.5,26.1,38.3,41.4,51.4,46.3,33.7,35.2,69.1,-1.1,2018,0.8125
2215,montana,BSky,106.2,103.2,0.5812,56.1,50.1,17.3,19.2,27.4,24.9,31.6,37.3,55.6,49.3,37.8,34.4,68.0,-3.2,2019,0.7878787878787878
2216,coastal carolina,BSth,104.5,103.0,0.5417,50.0,47.7,17.5,16.9,34.8,28.0,38.9,35.0,48.1,45.8,35.9,33.8,64.1,-5.1,2015,0.6666666666666666
2217,unc asheville,BSth,101.2,99.4,0.5487,49.6,49.3,18.6,22.2,31.6,29.3,41.8,33.0,50.2,52.1,32.1,29.6,71.0,-6.3,2016,0.625
2218,winthrop,BSth,105.3,101.3,0.6106,53.5,46.7,17.8,18.6,26.3,28.4,38.2,34.5,50.9,45.9,37.9,32.1,72.3,-1.8,2017,0.8387096774193549
2219,radford,BSth,101.3,102.8,0.4559,49.3,50.1,18.7,20.2,32.0,28.0,31.2,31.7,47.1,48.9,35.0,34.6,64.2,-6.5,2018,0.6764705882352942
2220,gardner-webb,BSth,106.0,106.6,0.4852,54.8,50.5,17.1,18.2,22.4,31.3,38.3,27.6,53.6,50.4,37.7,33.7,68.7,-5.0,2019,0.71875
2221,uc-irvine,BW,105.1,96.8,0.7202,50.7,44.7,18.2,17.2,30.0,30.7,30.2,35.3,47.8,42.4,38.2,33.6,63.9,-4.6,2015,0.59375
2222,uc-davis,BW,97.4,100.8,0.4033,48.4,48.7,20.3,19.6,29.1,28.3,40.8,33.1,46.9,48.5,34.5,32.6,70.3,-7.5,2017,0.6764705882352942
2223,cal state fullerton,BW,101.6,102.5,0.476,51.6,48.2,20.7,18.2,26.0,28.9,45.6,35.2,52.0,45.0,33.8,36.4,70.7,-5.5,2018,0.6666666666666666
2224,northeastern,CAA,107.0,101.0,0.6586,54.5,49.8,21.5,15.5,30.1,25.3,41.4,25.0,53.0,49.1,38.6,34.4,63.6,-4.6,2015,0.6571428571428571
2225,unc wilmington,CAA,109.5,100.9,0.7186,51.2,47.5,15.9,19.9,32.1,30.1,35.6,55.2,51.0,46.1,34.4,33.9,71.3,-0.7,2016,0.7419354838709677
2226,unc wilmington,CAA,117.7,105.0,0.7881,55.0,53.2,13.9,20.1,32.5,28.5,30.8,39.6,55.7,54.2,36.1,34.0,71.5,1.5,2017,0.8787878787878788
2227,college of charleston,CAA,106.8,104.3,0.5685,52.7,49.9,15.1,17.8,25.5,27.9,36.6,32.1,52.0,48.7,35.9,34.6,66.0,-2.1,2018,0.8125
2228,northeastern,CAA,109.1,102.5,0.6712,56.5,52.1,16.6,16.7,22.7,24.6,34.3,27.8,55.8,53.0,38.2,33.7,67.5,-2.8,2019,0.6764705882352942
2229,old dominion,CUSA,99.3,94.6,0.6339,47.2,45.6,17.8,18.5,32.1,24.8,28.9,32.4,44.1,43.5,34.9,32.4,65.9,-1.8,2019,0.7428571428571429
2230,valparaiso,Horz,105.0,94.5,0.7706,51.3,45.2,19.0,18.6,34.7,27.4,36.6,33.4,48.0,42.3,38.4,33.4,63.1,0.1,2015,0.8064516129032258
2231,green bay,Horz,106.9,104.2,0.5729,49.8,51.5,15.8,21.1,30.9,32.0,42.2,35.8,48.5,50.0,35.0,36.3,77.3,-4.5,2016,0.6176470588235294
2232,northern kentucky,Horz,105.5,104.1,0.537,52.4,49.7,18.8,17.0,31.2,26.4,36.5,30.5,51.6,50.2,35.7,32.4,69.3,-4.9,2017,0.7272727272727273
2233,wright state,Horz,99.4,97.2,0.5638,48.6,48.3,18.6,21.0,28.7,25.3,35.3,29.9,47.7,45.8,33.5,34.7,69.3,-3.5,2018,0.7575757575757576
2234,northern kentucky,Horz,107.8,101.3,0.6719,54.6,49.1,17.8,18.4,30.6,26.0,34.8,35.2,55.0,49.9,36.0,32.0,69.3,-2.2,2019,0.7878787878787878
2235,harvard,Ivy,102.4,94.9,0.7057,47.1,46.6,18.4,20.1,32.4,28.4,38.9,32.9,45.5,44.5,34.3,34.0,61.6,-1.3,2015,0.7142857142857143
2236,princeton,Ivy,107.6,95.4,0.7989,53.2,48.7,15.2,20.2,24.1,24.7,24.4,32.0,50.5,46.9,37.6,34.5,64.2,-0.4,2017,0.7931034482758621
2237,penn,Ivy,103.6,97.6,0.6644,52.9,47.0,16.6,17.0,23.8,22.6,33.4,31.8,53.3,48.0,34.8,30.0,70.1,-3.3,2018,0.75
2238,yale,Ivy,110.5,102.5,0.7034,55.6,47.3,17.8,15.2,26.3,24.6,30.1,31.1,56.0,47.8,36.5,31.0,72.2,-0.9,2019,0.7586206896551724
2239,iona,MAAC,109.1,102.1,0.6822,53.8,48.8,17.6,19.2,29.2,31.0,32.4,36.3,52.5,46.0,37.0,35.8,72.6,-3.6,2016,0.6666666666666666
2240,iona,MAAC,109.3,106.0,0.5879,53.4,50.0,16.5,18.0,27.0,32.1,31.0,33.4,49.3,47.7,39.7,36.1,71.7,-5.8,2017,0.6285714285714286
2241,iona,MAAC,108.8,107.6,0.5333,53.9,52.5,16.0,18.8,24.5,30.8,30.2,28.6,51.5,51.7,38.3,35.8,71.5,-7.3,2018,0.5882352941176471
2242,iona,MAAC,105.2,108.8,0.4044,53.0,52.3,17.3,18.5,25.1,30.7,36.8,28.5,53.2,50.3,35.1,36.6,71.9,-10.4,2019,0.5151515151515151
2243,buffalo,MAC,109.1,98.0,0.7742,48.7,48.5,16.7,19.7,34.5,30.4,42.6,34.3,47.6,48.0,34.1,33.0,68.9,-1.3,2015,0.696969696969697
2244,buffalo,MAC,105.1,102.4,0.5746,49.6,49.8,18.8,17.7,31.8,28.7,41.6,37.8,49.0,48.8,33.7,34.3,72.9,-5.8,2016,0.5588235294117647
2245,kent state,MAC,104.1,102.9,0.5322,48.2,50.1,17.9,19.0,38.1,29.8,32.5,34.3,48.5,48.5,31.7,35.3,69.5,-7.2,2017,0.6285714285714286
2246,hampton,MEAC,94.8,102.3,0.2939,45.6,46.4,20.2,20.1,31.8,30.9,43.8,45.5,45.6,44.5,30.4,33.9,69.6,-12.6,2015,0.4857142857142857
2247,hampton,MEAC,98.2,107.5,0.2615,46.7,48.6,18.7,16.7,34.5,27.2,41.3,35.7,47.3,47.5,30.5,33.8,71.9,-6.3,2016,0.6451612903225806
2248,bradley,MVC,101.1,100.5,0.517,49.7,47.6,18.8,18.4,26.7,26.7,36.3,35.6,46.5,46.5,37.0,32.8,66.5,-7.9,2019,0.5882352941176471
2249,wyoming,MWC,102.1,98.2,0.6121,52.2,47.0,18.8,17.9,22.0,27.0,40.4,27.0,54.4,44.0,32.6,34.9,59.2,-1.6,2015,0.696969696969697
2250,fresno state,MWC,106.3,100.1,0.6646,48.4,48.8,15.1,21.0,30.0,29.7,37.7,46.4,47.0,48.4,34.4,33.0,69.8,-0.9,2016,0.696969696969697
2251,nevada,MWC,113.7,100.7,0.8021,52.5,48.3,15.5,15.9,30.4,26.3,41.3,28.2,49.2,49.3,38.2,31.0,71.0,1.7,2017,0.8
2252,san diego state,MWC,110.2,94.9,0.8486,51.7,48.6,17.0,19.0,31.6,25.0,35.1,29.6,52.0,47.8,34.1,33.2,70.0,-1.5,2018,0.6875
2253,nevada,MWC,112.5,95.9,0.8618,53.7,47.7,14.6,19.2,27.2,24.9,40.8,28.0,54.9,46.3,34.7,33.2,70.8,3.8,2019,0.8529411764705882
2254,utah state,MWC,111.3,96.8,0.8329,53.9,46.5,18.2,17.3,32.0,22.3,36.7,34.3,54.2,42.2,35.7,35.3,69.6,2.0,2019,0.8235294117647058
2255,robert morris,NEC,100.7,103.3,0.4286,50.1,49.3,19.8,21.8,31.0,35.9,35.5,37.6,47.4,48.3,37.5,34.1,66.0,-8.6,2015,0.5714285714285714
2256,mount st. mary's,NEC,98.9,101.8,0.4155,51.0,49.9,19.2,21.7,23.1,34.8,32.4,32.6,49.4,49.5,35.8,34.1,68.3,-7.9,2017,0.5555555555555556
2257,fairleigh dickinson,NEC,104.5,110.3,0.3494,54.2,52.0,19.7,20.2,29.5,33.2,35.7,29.4,51.0,51.3,40.1,35.3,68.0,-9.3,2019,0.6363636363636364
2258,belmont,OVC,108.7,106.8,0.5497,56.5,51.3,20.3,18.5,28.9,29.6,32.2,28.2,56.4,51.2,37.7,34.3,67.6,-4.7,2015,0.65625
2259,austin peay,OVC,103.4,109.1,0.3501,51.3,53.8,20.2,18.6,31.9,30.0,47.0,31.3,51.0,53.3,34.7,36.4,70.5,-11.3,2016,0.47058823529411764
2260,jacksonville state,OVC,104.4,104.2,0.5054,52.6,49.4,20.7,16.6,31.2,28.5,33.4,34.4,50.8,45.1,37.2,37.8,65.0,-8.0,2017,0.6060606060606061
2261,murray state,OVC,110.6,100.8,0.7449,55.0,47.2,17.6,18.0,32.9,27.6,37.3,30.5,54.4,47.6,37.2,30.9,67.8,-0.4,2018,0.8666666666666667
2262,belmont,OVC,114.9,101.0,0.8138,57.6,48.7,15.2,16.0,25.3,25.0,28.5,27.4,59.2,47.2,37.0,34.4,72.5,1.2,2019,0.84375
2263,arizona,P12,116.1,95.7,0.9022,53.6,46.2,18.2,16.0,35.0,24.9,43.8,29.3,52.2,45.7,38.1,31.6,69.1,3.4,2016,0.7352941176470589
2264,california,P12,112.4,92.8,0.9006,52.2,44.3,17.7,14.1,32.4,25.3,41.7,37.5,51.1,41.5,36.3,34.7,68.8,2.2,2016,0.6764705882352942
2265,colorado,P12,107.8,95.2,0.8072,48.4,46.8,18.8,15.4,34.8,24.8,40.5,35.7,43.9,44.3,38.6,35.3,69.9,0.7,2016,0.6363636363636364
2266,oregon state,P12,109.9,98.1,0.788,49.8,49.5,16.6,19.5,29.0,32.2,36.8,39.3,46.9,50.0,37.4,32.4,68.0,0.3,2016,0.5806451612903226
2267,usc,P12,113.7,98.7,0.8352,52.2,47.3,16.6,16.7,32.1,31.6,35.1,28.3,49.4,46.6,38.7,32.5,72.1,0.2,2016,0.6176470588235294
2268,arizona,P12,117.0,100.4,0.8528,56.3,49.9,17.5,16.7,33.2,25.1,36.9,31.2,56.7,47.7,36.9,35.8,68.3,3.8,2018,0.7714285714285715
2269,arizona state,P12,108.7,97.6,0.775,50.6,48.5,18.7,19.0,31.7,26.9,43.8,38.6,50.8,47.3,33.6,33.4,71.9,0.1,2019,0.6764705882352942
2270,lafayette,Pat,109.8,114.5,0.3839,55.8,53.5,17.1,16.8,27.7,34.5,30.4,27.5,52.8,51.5,40.8,38.0,65.1,-7.1,2015,0.59375
2271,holy cross,Pat,96.7,106.9,0.2398,47.9,53.2,16.8,19.6,23.1,29.6,36.1,33.4,47.2,52.8,32.6,35.7,64.6,-14.5,2016,0.42857142857142855
2272,bucknell,Pat,108.3,99.1,0.7352,55.3,48.0,18.9,19.7,26.8,27.9,37.2,33.1,54.3,46.5,37.9,34.2,71.4,-2.1,2017,0.7428571428571429
2273,bucknell,Pat,108.0,101.3,0.676,53.9,47.8,17.0,17.0,27.0,27.5,42.6,34.5,55.0,47.0,34.8,33.1,72.9,-3.0,2018,0.7142857142857143
2274,colgate,Pat,109.1,105.5,0.5961,55.9,50.7,19.3,17.8,30.2,27.1,28.4,28.2,53.5,50.5,39.5,33.9,67.9,-4.4,2019,0.7058823529411765
2275,troy,SB,108.8,106.6,0.5596,51.6,50.1,17.8,17.6,30.8,29.8,40.1,32.8,50.9,49.5,35.1,34.1,69.4,-8.1,2017,0.6285714285714286
2276,georgia state,SB,108.8,101.5,0.6894,53.9,47.1,16.7,20.6,25.6,33.4,30.9,38.6,50.9,44.0,38.7,33.8,67.7,-5.1,2018,0.7272727272727273
2277,georgia state,SB,106.4,101.1,0.6418,53.7,50.3,16.4,21.0,23.0,33.8,35.4,30.9,51.2,51.2,38.1,32.8,71.3,-1.3,2019,0.7272727272727273
2278,wofford,SC,102.3,96.8,0.6547,51.1,47.0,17.2,20.0,29.4,27.7,37.6,36.4,49.1,47.3,36.8,30.9,61.2,0.2,2015,0.7878787878787878
2279,chattanooga,SC,105.6,100.8,0.6286,51.7,50.5,18.0,20.2,32.3,29.0,41.6,30.9,50.7,50.5,35.6,33.7,67.3,0.4,2016,0.8181818181818182
2280,etsu,SC,107.3,97.1,0.7595,55.8,48.7,20.8,22.0,30.1,27.4,42.8,38.2,55.0,45.7,38.2,35.4,71.5,-0.7,2017,0.8181818181818182
2281,unc greensboro,SC,103.4,95.2,0.7207,51.7,47.5,19.8,21.4,33.7,23.9,26.0,39.2,51.1,47.3,35.0,31.9,66.2,-1.6,2018,0.84375
2282,georgia,SEC,107.6,92.6,0.8482,48.5,44.4,19.2,16.7,32.2,28.5,47.7,34.3,47.2,43.2,34.2,31.2,64.8,1.6,2015,0.6363636363636364
2283,lsu,SEC,107.8,92.8,0.8477,50.3,44.6,20.2,19.1,33.9,32.9,33.5,29.4,50.1,43.9,33.9,30.9,70.1,0.5,2015,0.6666666666666666
2284,ole miss,SEC,112.2,99.2,0.8037,47.8,47.6,16.5,18.7,34.8,31.4,36.1,41.2,46.8,43.6,33.2,35.8,66.6,-0.5,2015,0.6176470588235294
2285,vanderbilt,SEC,112.5,93.8,0.8898,52.1,48.1,18.2,16.1,24.8,27.0,34.8,30.7,48.1,46.8,37.6,33.8,67.0,0.1,2017,0.5428571428571428
2286,arkansas,SEC,116.7,100.4,0.8483,53.8,50.4,15.1,19.4,28.8,31.7,37.4,40.8,51.2,48.2,39.5,35.7,71.1,2.8,2018,0.6571428571428571
2287,missouri,SEC,111.0,96.0,0.842,54.1,46.7,20.8,16.0,30.3,27.9,38.3,30.3,50.3,45.4,39.0,32.7,66.8,0.4,2018,0.625
2288,ole miss,SEC,113.3,97.9,0.8433,53.1,51.0,18.2,20.6,30.2,29.3,30.9,33.5,52.7,48.2,35.8,37.4,69.7,0.9,2019,0.6060606060606061
2289,mississippi state,SEC,116.9,96.8,0.898,54.6,50.3,19.2,19.5,34.7,29.6,32.7,32.1,53.4,48.4,37.7,35.7,69.0,4.5,2019,0.6764705882352942
2290,stephen f. austin,Slnd,111.0,98.8,0.7919,55.6,49.0,20.3,24.5,37.6,29.6,41.9,49.1,55.4,48.3,37.3,33.7,66.4,1.2,2015,0.8387096774193549
2291,stephen f. austin,Slnd,103.8,97.1,0.6832,53.1,49.7,20.7,25.9,32.0,28.5,40.5,50.3,51.7,47.4,37.4,35.6,72.1,-1.8,2018,0.9032258064516129
2292,abilene christian,Slnd,100.9,100.7,0.5064,51.9,49.8,17.3,23.3,27.0,28.5,34.0,38.3,49.5,49.8,37.7,33.3,67.1,-2.6,2019,0.9
2293,north dakota state,Sum,100.8,100.7,0.5035,49.7,48.1,16.0,16.5,26.1,23.7,35.7,30.7,45.5,45.0,38.2,36.2,61.5,-3.9,2015,0.6774193548387096
2294,south dakota state,Sum,110.5,101.1,0.737,51.3,48.0,17.1,17.2,32.4,25.5,40.2,40.2,49.7,47.1,36.1,33.3,69.2,-1.2,2016,0.75
2295,south dakota state,Sum,108.2,109.7,0.4612,53.2,53.8,18.4,16.2,27.1,28.9,39.9,27.1,52.7,52.4,35.8,36.9,68.5,-9.8,2017,0.5454545454545454
2296,south dakota state,Sum,113.2,100.4,0.7989,54.3,50.0,14.0,14.2,24.6,23.3,35.4,25.6,50.7,49.8,39.3,33.6,71.5,0.6,2018,0.9032258064516129
2297,north dakota state,Sum,106.6,109.0,0.4369,53.5,53.6,15.7,14.4,20.7,25.9,32.2,26.5,52.1,52.6,36.7,37.0,66.5,-8.6,2019,0.5757575757575758
2298,texas southern,SWAC,101.9,108.1,0.3371,49.5,49.3,19.7,18.7,33.8,34.6,46.8,33.1,50.0,48.5,32.2,34.4,63.7,-4.5,2015,0.6285714285714286
2299,texas southern,SWAC,100.6,106.5,0.3437,48.1,49.1,16.6,19.2,31.7,34.9,44.3,32.3,50.0,49.3,29.6,32.5,70.0,-4.4,2017,0.6571428571428571
2300,texas southern,SWAC,104.1,112.4,0.293,50.5,51.2,17.2,16.2,28.5,32.5,42.9,31.2,48.5,49.4,35.9,36.6,72.6,-10.9,2018,0.4444444444444444
2301,new mexico state,WAC,103.9,98.1,0.6613,50.6,46.4,21.8,20.6,39.3,31.0,44.3,32.5,49.3,46.4,36.2,30.8,64.0,-4.5,2015,0.65625
2302,cal state bakersfield,WAC,103.4,95.7,0.7106,49.3,45.2,18.2,21.5,34.1,29.7,38.0,42.1,48.5,42.8,34.3,33.4,68.4,-3.5,2016,0.7
2303,new mexico state,WAC,109.4,102.5,0.6783,52.7,47.9,19.5,19.1,35.6,28.5,43.3,35.2,54.2,49.1,33.5,30.3,69.1,-0.2,2017,0.9032258064516129
2304,new mexico state,WAC,106.8,95.0,0.7927,51.6,46.0,17.4,19.0,33.8,22.5,29.1,33.0,52.0,45.7,34.0,31.1,69.4,1.3,2018,0.9032258064516129
2305,new mexico state,WAC,111.8,98.2,0.8155,54.1,48.9,17.8,19.1,37.0,22.5,34.6,32.5,56.7,48.0,34.0,33.5,67.1,1.4,2019,0.9090909090909091
2306,saint mary's,WCC,113.1,96.3,0.8637,53.8,48.9,16.2,16.3,31.2,23.0,29.1,29.1,52.3,49.2,37.8,32.1,64.1,-0.8,2019,0.6470588235294118
2307,duke,ACC,125.9,98.6,0.9432,53.8,49.3,14.6,18.5,35.2,31.3,38.8,40.8,50.3,50.3,39.5,30.7,66.7,6.5,2014,0.7428571428571429
2308,cincinnati,Amer,108.7,91.5,0.8783,47.7,44.8,17.4,22.4,39.1,32.3,38.7,36.0,46.6,43.2,33.5,32.0,63.5,5.3,2014,0.7941176470588235
2309,oklahoma,B12,118.2,99.4,0.8793,51.7,49.7,15.7,17.8,32.4,30.4,39.4,38.5,48.7,48.8,37.9,34.2,71.6,4.1,2014,0.696969696969697
2310,vcu,A10,108.3,89.8,0.8955,47.9,47.8,17.2,25.6,34.9,30.8,35.2,39.7,45.6,48.8,34.9,30.3,70.8,3.6,2014,0.7428571428571429
2311,umass,A10,109.0,96.9,0.7952,50.4,46.6,18.8,18.7,34.3,31.7,39.2,37.2,49.9,46.8,34.6,30.8,71.8,3.6,2014,0.7272727272727273
2312,ohio state,B10,108.4,88.5,0.9107,50.3,45.2,17.2,21.9,29.6,29.6,42.3,29.8,51.1,45.9,32.4,29.3,65.4,4.5,2014,0.7142857142857143
2313,new mexico,MWC,112.8,95.7,0.8693,51.1,45.0,15.9,14.9,32.5,28.2,46.7,31.3,51.7,41.1,33.2,34.8,66.2,4.4,2014,0.7941176470588235
2314,colorado,P12,106.9,96.0,0.774,48.3,49.4,19.7,17.8,34.0,26.1,48.3,30.2,48.6,47.3,31.8,35.6,66.9,2.4,2014,0.6571428571428571
2315,kansas state,B12,107.9,92.9,0.8473,48.8,45.3,18.5,19.0,34.7,33.2,40.3,45.4,48.3,45.9,33.1,29.3,64.8,0.5,2014,0.6060606060606061
2316,oklahoma state,B12,115.6,94.8,0.9067,52.4,46.3,14.7,20.0,28.0,32.0,49.7,41.0,51.3,45.0,36.4,32.7,69.2,1.4,2014,0.6176470588235294
2317,arizona state,P12,110.3,96.4,0.8252,52.4,46.3,16.3,17.0,24.5,30.2,42.5,37.3,48.8,45.3,39.0,32.6,69.3,1.2,2014,0.6363636363636364
2318,byu,WCC,113.8,100.5,0.8078,50.6,49.1,15.3,16.6,34.9,28.6,47.6,36.8,49.2,48.2,36.9,33.7,73.0,0.6,2014,0.6470588235294118
2319,st. joseph's,A10,113.8,97.5,0.8546,53.9,47.8,18.7,15.3,29.5,27.8,43.6,30.6,52.3,46.0,37.9,34.2,65.9,2.1,2014,0.7058823529411765
2320,george washington,A10,110.2,96.8,0.8151,51.5,47.2,19.0,19.6,35.1,31.4,46.6,33.4,50.2,47.4,36.4,31.2,67.2,3.2,2014,0.7272727272727273
2321,nebraska,B10,108.2,95.0,0.8172,48.3,47.6,16.7,19.0,25.7,29.0,42.3,44.9,47.4,47.8,33.3,31.5,66.4,1.3,2014,0.59375
2322,providence,BE,114.9,100.4,0.8249,48.3,48.9,17.3,16.4,35.3,30.8,41.9,33.7,46.5,48.8,34.7,32.8,64.9,1.2,2014,0.6285714285714286
2323,nc state,ACC,114.8,101.4,0.8066,50.0,47.5,15.8,17.4,34.1,35.6,37.0,42.6,51.5,47.3,30.5,32.1,66.5,0.6,2014,0.6111111111111112
2324,delaware,CAA,110.7,106.0,0.6237,50.4,49.4,13.4,16.8,29.1,32.8,43.9,38.0,49.5,49.6,34.7,32.7,72.3,-1.4,2014,0.7142857142857143
2325,manhattan,MAAC,106.2,96.4,0.7519,50.7,45.4,19.7,21.7,34.4,33.3,55.5,52.8,48.7,44.0,36.9,32.7,69.6,-0.5,2014,0.7575757575757576
2326,new mexico state,WAC,111.6,102.0,0.7385,53.2,44.4,18.7,16.1,37.7,33.0,53.9,34.1,52.9,42.7,36.1,33.2,67.1,-2.3,2014,0.7142857142857143
2327,tulsa,CUSA,105.6,95.8,0.7537,49.2,46.4,16.7,20.3,30.2,29.6,47.1,47.5,49.2,43.2,32.7,35.2,68.4,-3.6,2014,0.6176470588235294
2328,louisiana,SB,110.5,104.5,0.6557,51.5,50.4,18.8,18.5,36.5,31.8,44.3,44.0,49.6,50.6,37.1,33.2,70.0,-3.8,2014,0.625
2329,north carolina central,MEAC,107.9,100.2,0.7018,50.2,44.4,17.2,23.7,35.4,33.1,49.5,44.8,50.8,43.2,32.5,31.0,64.1,-0.6,2014,0.8125
2330,western michigan,MAC,104.7,102.5,0.5605,52.0,47.6,20.9,18.5,31.0,32.0,51.4,34.7,53.7,47.8,32.6,31.5,67.0,-2.9,2014,0.6875
2331,american,Pat,101.8,97.7,0.6178,55.8,46.4,23.1,19.6,26.5,29.7,35.0,40.7,55.1,45.7,37.9,31.9,61.4,-5.5,2014,0.6060606060606061
2332,eastern kentucky,OVC,112.1,107.5,0.6177,56.7,55.7,15.8,24.2,23.0,34.0,43.2,54.9,55.7,56.7,38.6,35.8,66.0,-3.3,2014,0.6875
2333,milwaukee,Horz,104.3,103.9,0.5123,49.1,49.1,19.9,18.5,28.6,31.2,44.7,36.5,49.1,50.4,32.7,31.0,67.8,-6.1,2014,0.5882352941176471
2334,wofford,SC,99.7,102.2,0.4275,48.8,49.5,16.4,19.7,30.9,29.0,33.0,39.4,47.4,49.6,34.6,32.9,62.1,-6.5,2014,0.5666666666666667
2335,albany (ny),AE,102.8,103.1,0.49,48.8,48.3,19.7,18.3,31.9,28.4,42.0,29.1,47.0,46.0,36.0,34.9,63.2,-8.6,2014,0.5588235294117647
2336,cal poly,BW,102.0,104.4,0.4356,46.0,49.3,14.7,18.1,30.9,33.2,33.2,42.9,44.2,48.6,33.0,33.8,60.4,-10.7,2014,0.375
2337,coastal carolina,BSth,98.3,102.0,0.3946,48.0,47.5,20.2,18.3,34.2,29.3,38.6,39.6,47.6,46.7,32.6,32.4,67.5,-7.7,2014,0.5806451612903226
2338,weber state,BSky,106.0,106.6,0.4831,54.1,47.8,19.0,13.8,28.4,28.7,49.7,35.1,51.1,47.0,39.4,33.7,64.3,-6.9,2014,0.5862068965517241
2339,georgetown,BE,107.6,85.0,0.9381,51.1,43.0,20.1,22.4,30.4,31.0,36.8,35.3,50.2,41.4,35.3,30.7,62.5,6.6,2013,0.78125
